id,year,month,day,weekday,hour,minute,lat,lon
323584,2006,4,5,4,15,50,33.80445278,-87.12755556
323585,2006,4,5,4,7,35,33.37557222,-85.54514167
323586,2006,4,6,5,18,50,30.37284722,-87.71715278
323587,2006,4,7,6,21,50,34.23950278,-87.93646944
323588,2006,4,7,6,7,50,34.86889722,-86.92382778
323589,2006,4,8,7,10,40,31.93702778,-86.56631944
323590,2006,4,8,7,12,55,32.46446667,-85.71676389
323591,2006,4,8,7,16,30,34.00899444,-86.25745278
323592,2006,4,9,1,21,28,34.80853056,-86.765025
323593,2006,4,11,3,16,5,33.95415278,-85.67739444
323594,2006,4,14,6,2,45,33.58523333,-86.05415
323595,2006,4,14,6,16,0,33.67176667,-87.23556667
323596,2006,4,15,7,0,25,34.73888333,-86.603075
323597,2006,4,15,7,18,48,33.50298056,-86.89238889
323598,2006,4,17,2,14,15,33.60664444,-85.80870278
323599,2006,4,18,3,7,40,32.42205556,-85.04002222
323600,2006,4,11,3,17,45,33.69392778,-87.07802778
323601,2006,4,18,3,21,10,34.38323333,-86.75185833
323602,2006,4,21,6,19,30,32.84907222,-88.11658333
323603,2006,4,21,6,19,35,34.82908889,-87.14118889
323604,2006,4,21,6,19,30,31.25274444,-86.46589167
323605,2006,4,11,3,15,2,34.04648056,-85.94453889
323606,2006,4,13,5,5,47,32.27045556,-86.16948333
323607,2006,4,22,7,21,27,32.3541,-85.02804167
323608,2006,4,23,1,17,15,33.86069722,-87.22286389
323609,2006,4,25,3,18,30,30.29993333,-88.13438056
323610,2006,4,28,6,3,0,31.42218333,-85.79105
323611,2006,4,28,6,9,0,31.69370833,-86.09919722
323612,2006,4,13,5,20,30,32.96594444,-86.6869
323613,2006,4,29,7,21,10,33.91099722,-87.85043056
323614,2006,4,29,7,2,25,32.52368333,-86.37493333
323615,2006,1,10,3,23,35,31.82764444,-87.57999167
323616,2006,1,13,6,21,50,32.63435,-87.38476667
323617,2006,1,20,6,16,46,31.10853333,-88.208575
323618,2006,4,13,5,18,50,33.21076667,-86.78475278
323619,2006,5,1,2,21,22,34.86323056,-86.60698056
323620,2006,5,1,2,7,11,31.29552778,-86.47130833
323621,2006,4,13,5,14,48,31.16690833,-86.57818889
323622,2006,4,15,7,18,15,32.41335833,-87.29625833
323623,2006,5,2,3,6,0,34.41558056,-86.70392222
323624,2006,5,3,4,17,25,30.65528611,-87.88943056
323625,2006,5,3,4,16,40,32.69266667,-86.45538056
323626,2006,5,3,4,7,0,34.68145833,-86.49532778
323627,2006,5,3,4,22,21,32.40273889,-86.31004167
323628,2006,5,4,5,8,0,33.83441667,-87.17141111
323629,2006,5,4,5,10,17,32.32934722,-86.34406944
323630,2006,5,5,6,1,24,33.09009444,-85.44780278
323631,2006,5,5,6,14,30,33.21298611,-87.20047778
323632,2006,5,5,6,20,0,33.84966389,-86.31175278
323633,2006,5,5,6,10,10,30.87722222,-88.04430833
323634,2006,4,15,7,17,15,34.23931944,-88.08616111
323635,2006,5,6,7,4,0,30.72165,-88.12008611
323636,2006,5,7,1,4,0,34.77068611,-87.52236389
323637,2006,5,6,7,4,41,34.15239444,-86.82873056
323638,2006,5,8,2,14,45,32.48933889,-86.54358056
323639,2006,5,9,3,20,20,30.67778056,-87.86988611
323640,2006,5,10,4,17,10,33.582375,-85.93757222
323641,2006,4,16,1,15,40,32.58890556,-86.47446944
323642,2006,5,10,4,14,0,34.26858889,-87.55234444
323643,2006,5,10,4,6,50,33.93758333,-87.32364722
323644,2006,5,12,6,13,30,33.967425,-86.12200833
323645,2006,5,11,5,12,34,30.66149444,-87.95127222
323646,2006,5,13,7,18,45,32.403875,-85.96446944
323647,2006,4,15,7,5,0,31.97319444,-86.29645556
323648,2006,5,13,7,16,40,32.27561667,-88.12026111
323649,2006,5,14,1,13,10,32.05095,-86.807525
323650,2006,5,14,1,10,40,33.74378611,-88.18533056
323651,2006,5,16,3,11,30,31.16826944,-87.09975833
323652,2006,4,16,1,11,20,33.19250833,-86.76691667
323653,2006,5,16,3,7,5,31.024925,-88.19576944
323654,2006,5,16,3,22,10,34.74188611,-86.66973611
323655,2006,5,16,3,9,34,34.79276944,-86.57771389
323656,2006,4,16,1,3,40,32.38789444,-86.27812222
323657,2006,4,17,2,0,28,32.41787222,-84.99518889
323658,2006,5,20,7,3,0,33.856625,-86.94107778
323659,2006,5,20,7,14,52,33.98534444,-87.91979444
323660,2006,5,20,7,15,15,33.68031944,-87.04616667
323661,2006,5,21,1,0,40,32.12851111,-86.44835833
323662,2006,4,17,2,13,30,33.96902222,-85.77195278
323663,2006,5,21,1,13,50,33.92461389,-86.40264444
323664,2006,5,22,2,5,15,30.59076111,-88.15715278
323665,2006,5,23,3,23,44,34.26880833,-85.86823611
323666,2006,5,25,5,14,10,31.45625,-85.6527
323667,2006,4,29,7,19,23,30.26708333,-87.67500556
323668,2006,5,25,5,14,27,34.14790833,-86.84828889
323669,2006,5,25,5,22,50,33.44793611,-86.85596667
323670,2006,5,26,6,5,10,32.82399722,-86.58843333
323671,2006,5,26,6,15,32,34.25808333,-86.30864444
323672,2006,5,26,6,14,50,34.89002222,-86.76911389
323673,2006,5,26,6,21,33,32.30769444,-86.39004444
323674,2006,5,27,7,15,15,31.32364444,-86.38760278
323675,2006,5,27,7,9,40,32.56544444,-86.23068611
323676,2006,4,30,1,18,30,31.76693333,-86.53136389
323677,2006,5,27,7,17,15,31.50008333,-86.92906389
323678,2006,5,27,7,20,29,34.823575,-86.11308333
323679,2006,5,17,4,15,43,34.51734722,-87.10355556
323680,2006,5,27,7,17,3,32.95788611,-85.94263056
323681,2006,5,17,4,4,47,32.43088611,-85.01328611
323682,2006,5,28,1,19,30,33.25888056,-87.11716389
323683,2006,5,29,2,12,50,33.76898611,-87.27419722
323684,2006,5,18,5,16,47,33.85717222,-86.82736667
323685,2006,5,29,2,13,48,33.52079444,-86.84253333
323686,2006,5,18,5,14,55,33.97574167,-87.44335556
323687,2006,5,28,1,23,45,30.70388889,-88.07911389
323688,2006,5,30,3,19,0,32.548425,-86.28181667
323689,2006,5,30,3,12,0,34.68233056,-85.80426389
323690,2006,5,19,6,13,55,31.49071944,-86.91866667
323691,2006,5,30,3,18,50,34.93184167,-86.69244167
323692,2006,5,19,6,21,1,31.14880556,-85.09573056
323693,2006,6,1,5,14,45,33.20520278,-86.74766111
323694,2006,5,19,6,9,0,33.27958889,-87.78365833
323695,2006,6,1,5,13,5,32.74755833,-85.26411667
323696,2006,6,1,5,13,15,34.514375,-87.05550278
323697,2006,6,1,5,12,50,33.17222778,-87.47858056
323698,2006,6,3,7,14,5,32.10544722,-86.40429444
323699,2006,5,19,6,22,57,32.3548,-86.32038333
323700,2006,6,3,7,1,30,31.71708333,-85.71635278
323701,2006,5,20,7,23,25,32.26233611,-86.35343611
323702,2006,6,3,7,18,15,30.48006944,-88.333375
323703,2006,6,5,2,14,20,32.52550278,-85.11796944
323704,2006,6,5,2,14,10,32.62081944,-85.98841389
323705,2006,6,5,2,20,0,32.53428611,-85.55271111
323706,2006,5,20,7,3,30,31.13436389,-85.56033611
323707,2006,6,5,2,17,15,34.15545556,-86.33495833
323708,2006,5,20,7,0,38,32.35992222,-86.21379722
323709,2006,6,6,3,3,25,34.370125,-87.02234444
323710,2006,6,6,3,11,26,34.91947778,-86.87436111
323711,2006,6,6,3,15,0,33.78243333,-85.90823611
323712,2006,6,6,3,18,51,34.27558889,-86.24996944
323713,2006,6,6,3,6,45,34.78076667,-86.13466111
323714,2006,6,11,1,14,35,32.45792222,-88.02362778
323715,2006,6,7,4,20,0,31.03831111,-85.40865
323716,2006,6,11,1,0,40,33.50946389,-86.428975
323717,2006,6,11,1,2,7,30.63900556,-88.15714444
323718,2006,6,11,1,13,17,31.37053333,-85.82561944
323719,2006,6,12,2,13,30,34.25099167,-86.866375
323720,2006,6,12,2,18,45,34.26881944,-85.56248889
323721,2006,6,13,3,1,30,34.54913056,-87.39740278
323722,2006,6,13,3,0,1,30.55861667,-88.20389444
323723,2006,6,13,3,18,44,33.17346389,-87.26583333
323724,2006,6,14,4,5,25,33.79853889,-87.80054167
323725,2006,6,15,5,1,7,32.36504444,-86.3704
323726,2006,6,15,5,21,0,32.43741944,-86.92881389
323727,2006,6,15,5,6,15,32.59076111,-86.16744167
323728,2006,6,8,5,8,20,34.08145278,-87.54089722
323729,2006,6,15,5,15,14,32.81588611,-85.71891111
323730,2006,6,15,5,17,35,32.95540556,-86.74231667
323731,2006,6,16,6,18,20,30.6518,-87.75980556
323732,2006,6,16,6,14,0,32.67108889,-85.85222222
323733,2006,6,18,1,17,45,30.65931944,-87.88551667
323734,2006,6,18,1,22,10,33.58499167,-86.65482222
323735,2006,6,8,5,23,35,30.67609444,-88.17006667
323736,2006,6,18,1,17,54,34.76106111,-86.61347778
323737,2006,6,19,2,10,50,31.91755278,-86.581
323738,2006,6,19,2,17,16,32.34318611,-87.15676111
323739,2006,6,19,2,9,0,34.06988611,-85.86525556
323740,2006,6,19,2,13,45,34.27756111,-85.77984167
323741,2006,6,9,6,18,25,33.12558333,-87.48364444
323742,2006,6,21,4,13,30,33.62651944,-85.56434167
323743,2006,6,10,7,9,10,33.61794444,-85.72282778
323744,2006,6,21,4,16,50,31.45303333,-87.96535
323745,2006,6,22,5,2,35,31.58002222,-85.9983
323746,2006,6,22,5,14,10,31.12194722,-87.39478056
323747,2006,6,23,6,13,10,32.09354722,-85.55529722
323748,2006,6,23,6,13,45,33.27728333,-86.24533333
323749,2006,6,23,6,21,0,32.75282778,-87.11569167
323750,2006,6,10,7,21,25,34.50828056,-87.48295278
323751,2006,6,25,1,11,55,32.51936667,-88.30505
323752,2006,6,25,1,0,1,31.81459444,-87.92335
323753,2006,6,26,2,6,45,32.34504722,-85.052325
323754,2006,6,26,2,6,20,30.55229444,-88.28461111
323755,2006,6,26,2,8,10,30.64117778,-88.39670833
323756,2006,6,26,2,2,15,30.64986111,-88.11280833
323757,2006,6,27,3,19,31,30.73255556,-88.05695833
323758,2006,6,28,4,10,45,32.41002778,-85.95405833
323759,2006,6,29,5,23,30,33.47366389,-86.18311667
323760,2006,6,29,5,7,30,31.66722222,-87.21996667
323761,2006,6,30,6,14,15,34.79274722,-86.54789722
323762,2006,6,30,6,22,40,34.71208056,-86.61205
323763,2006,6,30,6,21,45,32.70199167,-86.15250833
323764,2006,5,5,6,22,10,31.04741389,-87.599625
323765,2006,2,25,7,8,6,33.09631111,-86.73835278
323766,2006,6,3,7,2,20,30.40681944,-87.667
323767,2006,6,9,6,19,18,34.21840556,-87.63056389
323768,2006,6,9,6,21,24,33.36732778,-86.79781667
323769,2006,6,14,4,20,28,32.651,-85.34764167
323770,2006,6,21,4,10,58,30.31186111,-87.68316389
323771,2006,6,23,6,1,31,32.38217778,-86.20015556
323772,2006,6,10,7,16,30,30.62511667,-87.60030556
323773,2006,6,24,7,22,15,33.59453333,-86.40855556
323774,2006,6,10,7,13,25,33.32582222,-86.90259722
323775,2006,6,26,2,17,0,31.83061111,-86.79332778
323776,2006,6,11,1,9,42,31.802925,-86.53362222
323777,2006,6,30,6,7,18,30.67597222,-88.14486389
323778,2006,7,1,7,17,5,34.76617778,-86.6876
323779,2006,6,26,2,17,8,32.43151944,-87.01045556
323780,2006,7,1,7,0,30,32.1929,-86.11733889
323781,2006,7,1,7,16,0,31.50704722,-87.455025
323782,2006,7,2,1,1,16,33.18566111,-86.28580278
