id,year,month,day,wekkday,hour,minute,lat,lon
431981,2004,11,20,7,15,33,32.79363611,-94.36295556
431982,2004,11,21,1,0,15,25.92121944,-97.49075833
431983,2004,11,21,1,5,48,31.69973333,-106.2331972
431984,2004,11,21,1,24,0,31.65084444,-96.20279167
431985,2004,11,21,1,5,15,29.711325,-95.30978611
431986,2004,11,21,1,17,50,32.75670278,-99.60938889
431987,2004,11,22,2,19,50,32.44069722,-97.65820278
431988,2004,11,23,3,17,34,30.74964722,-98.39421944
431989,2004,11,23,3,17,53,33.24591667,-97.02186944
431990,2004,11,23,3,11,14,32.83638333,-97.11964722
431991,2004,11,24,4,17,34,29.31604167,-98.47584444
431992,2004,11,24,4,20,57,32.74954444,-96.87438889
431993,2004,11,24,4,15,59,29.70145,-95.61028333
431994,2004,11,24,4,19,45,30.093775,-94.91713611
431995,2004,11,25,5,12,18,32.97009722,-96.91141111
431996,2004,11,25,5,20,10,29.66628333,-95.33718889
431997,2004,11,25,5,0,16,32.19949167,-95.83222222
431998,2004,11,26,6,0,7,29.857075,-95.31636389
431999,2004,11,26,6,13,14,33.55250556,-101.8998361
432000,2004,11,26,6,16,22,30.311975,-104.0215
432001,2004,11,27,7,22,9,30.294325,-97.39276667
432002,2004,11,27,7,15,40,31.39025556,-95.05902222
432003,2004,11,27,7,8,35,30.37786389,-96.98553611
432004,2004,11,28,1,20,39,26.85691389,-98.13130833
432005,2004,11,28,1,16,11,32.90049167,-102.6229028
432006,2004,11,28,1,18,15,29.71927222,-95.49681944
432007,2004,11,28,1,19,56,32.73158889,-96.27596944
432008,2004,11,28,1,20,43,31.96750833,-94.06326944
432009,2004,11,28,1,17,37,29.30010833,-95.99895833
432010,2004,11,29,2,22,16,32.91204722,-96.94494444
432011,2004,11,29,2,11,38,32.68720833,-96.82329722
432012,2004,11,29,2,1,46,29.54555278,-95.69853611
432013,2004,11,29,2,20,38,32.45223333,-94.77774444
432014,2004,11,29,2,2,47,29.71014722,-95.41261667
432015,2004,11,29,2,21,25,30.84908611,-97.01921389
432016,2004,11,29,2,14,43,32.83363611,-94.95183889
432017,2004,11,30,3,19,14,29.66603611,-95.55328611
432018,2004,11,30,3,18,12,32.31333889,-95.45837222
432019,2004,11,30,3,20,0,28.89690556,-96.81035833
432020,2004,12,1,4,13,5,32.89759722,-96.89811389
432021,2004,12,1,4,15,30,32.66999444,-96.98503889
432022,2004,12,1,4,21,41,32.83094444,-96.976525
432023,2004,12,1,4,22,15,30.21072222,-97.77166389
432024,2004,12,2,5,8,17,29.33239722,-98.50385278
432025,2004,12,2,5,13,22,29.48169444,-98.29610556
432026,2004,12,2,5,23,55,32.894175,-96.73433611
432027,2004,12,2,5,3,15,32.84249167,-96.86060278
432028,2004,12,2,5,17,40,29.5552,-94.37153056
432029,2004,12,2,5,7,30,29.86662222,-95.53966944
432030,2004,12,2,5,23,28,30.06816389,-94.13760278
432031,2004,12,2,5,18,47,32.55129167,-97.32081111
432032,2004,12,2,5,13,30,30.38891944,-95.71807222
432033,2004,12,2,5,14,35,32.75196944,-97.31965556
432034,2004,12,3,6,17,40,31.77798889,-106.4735361
432035,2004,12,3,6,3,0,30.00225556,-95.50887778
432036,2004,12,3,6,21,40,30.00143889,-94.33685556
432037,2004,12,3,6,22,30,31.69775556,-99.99152778
432038,2004,12,3,6,20,45,32.32907222,-94.90506389
432039,2004,12,3,6,7,40,33.05129722,-102.6120194
432040,2004,12,4,7,11,46,33.32370833,-96.77587222
432041,2004,12,4,7,9,45,33.75277222,-101.4571472
432042,2004,12,4,7,2,12,29.27253611,-94.83803889
432043,2004,12,4,7,21,10,30.41099444,-94.14069444
432044,2004,12,4,7,18,10,32.674525,-94.64043611
432045,2004,12,4,7,19,0,26.25324444,-98.11135833
432046,2004,12,4,7,20,32,31.09847222,-98.21204167
432047,2004,12,4,7,10,0,31.62168611,-94.681
432048,2004,12,4,7,0,2,27.70057222,-97.35531389
432049,2004,12,4,7,5,50,31.22880556,-93.98563333
432050,2004,12,4,7,4,0,30.20928611,-97.62216944
432051,2004,12,5,1,0,42,33.14045,-96.69037222
432052,2004,12,5,1,18,10,29.64350556,-96.51426111
432053,2004,12,5,1,21,1,32.79310833,-96.79311667
432054,2004,12,5,1,5,14,32.76753611,-96.87367778
432055,2004,12,5,1,0,20,32.49648056,-96.68934167
432056,2004,12,5,1,18,52,30.18331111,-94.18651667
432057,2004,12,5,1,20,40,29.80990556,-97.94421111
432058,2004,12,5,1,9,50,33.36191111,-95.93886944
432059,2004,12,5,1,5,40,32.66009444,-96.11318611
432060,2004,12,5,1,7,25,31.44777222,-94.09568611
432061,2004,12,5,1,11,52,32.7243,-97.26205556
432062,2004,12,5,1,6,3,33.13202778,-94.96856944
432063,2004,12,5,1,12,11,30.37520833,-97.72071667
432064,2004,12,5,1,21,10,32.41912778,-95.80046667
432065,2004,12,5,1,18,38,30.65413333,-97.67649167
432066,2004,12,6,2,19,22,29.45400278,-98.59013889
432067,2004,12,6,2,2,41,25.91584722,-97.45423333
432068,2004,12,6,2,19,20,32.77715833,-96.909
432069,2004,12,6,2,1,25,30.05825278,-95.49591389
432070,2004,12,6,2,14,10,30.83763611,-93.97135833
432071,2004,12,6,2,11,26,27.25715,-97.96580833
432072,2004,12,6,2,16,9,31.554225,-97.18399444
432073,2004,12,6,2,5,50,31.67230278,-94.91830556
432074,2004,12,6,2,21,36,30.89169167,-102.815
432075,2004,12,6,2,23,28,30.72058889,-94.68421667
432076,2004,12,6,2,5,30,31.20780833,-98.78788056
432077,2004,12,6,2,10,15,30.41067222,-97.37539167
432078,2004,12,6,2,15,40,27.08656389,-99.42706389
432079,2004,12,7,3,3,35,32.77086667,-96.83474167
432080,2004,12,7,3,16,43,29.50486667,-95.52314444
432081,2004,12,7,3,18,3,29.86995556,-95.32556389
432082,2004,12,7,3,9,40,32.14677778,-101.4491722
432083,2004,12,7,3,13,48,32.90493056,-97.40235833
432084,2004,12,7,3,13,57,27.69795278,-99.03183889
432085,2004,12,8,4,15,2,32.74959167,-96.93831667
432086,2004,12,8,4,2,46,32.83712778,-97.00408611
432087,2004,12,8,4,15,54,32.07271389,-96.44406389
432088,2004,12,8,4,18,15,32.26586944,-95.30738056
432089,2004,12,9,5,10,12,29.56678611,-98.33466944
432090,2004,12,9,5,17,5,29.41856667,-98.47950833
432091,2004,12,9,5,6,42,31.70820556,-102.6470083
432092,2004,12,9,5,9,35,29.88813889,-95.35493611
432093,2004,12,9,5,20,37,27.79358611,-97.39223889
432094,2004,12,9,5,6,54,33.202875,-97.75460278
432095,2004,12,10,6,7,19,32.86415,-96.68306944
432096,2004,12,10,6,2,30,31.81708333,-102.4200861
432097,2004,12,10,6,18,12,31.6728,-106.3129333
432098,2004,12,10,6,23,5,29.89809722,-95.42946667
432099,2004,12,10,6,19,55,32.67607222,-94.68995833
432100,2004,12,10,6,9,20,31.96611944,-94.03378889
432101,2004,12,10,6,6,16,30.11416944,-97.71937778
432102,2004,12,10,6,3,2,30.2347,-97.82410833
432103,2004,12,11,7,23,33,33.14933889,-96.89091111
432104,2004,12,11,7,2,50,30.47010278,-96.01012222
432105,2004,12,11,7,23,30,33.42718611,-101.8323417
432106,2004,12,11,7,8,53,33.64913056,-97.77260556
432107,2004,12,11,7,13,49,32.67224444,-97.57753333
432108,2004,12,11,7,19,10,30.33996389,-98.03793333
432109,2004,12,11,7,5,57,30.77336944,-94.35761111
432110,2004,12,11,7,23,17,28.80048333,-97.01003333
432111,2004,12,12,1,16,5,31.89350833,-95.55046389
432112,2004,12,12,1,3,31,31.81132778,-106.5459111
432113,2004,12,12,1,9,45,30.48589722,-96.06305833
432114,2004,12,12,1,12,55,33.07775,-95.54212222
432115,2004,12,12,1,15,30,31.10906111,-93.99914167
432116,2004,12,12,1,11,25,32.57159722,-95.87109722
432117,2004,12,12,1,7,20,33.16831667,-97.53408889
432118,2004,12,13,2,8,4,31.11030833,-97.64771667
432119,2004,12,13,2,18,42,29.45398611,-98.687
432120,2004,12,13,2,18,55,32.93793889,-96.71836944
432121,2004,12,13,2,17,45,31.12971389,-97.06063611
432122,2004,12,13,2,18,0,34.19974444,-101.7462444
432123,2004,12,13,2,21,6,33.18173333,-95.50238889
432124,2004,12,13,2,20,2,31.30304444,-95.44242778
432125,2004,12,13,2,7,40,31.78398056,-94.12022222
432126,2004,12,13,2,13,0,31.51850278,-100.3700278
432127,2004,12,14,3,16,19,29.73071111,-94.67457222
432128,2004,12,14,3,18,36,33.35953889,-101.5564083
432129,2004,12,15,4,2,36,33.085975,-96.666
432130,2004,12,15,4,21,41,32.39846389,-96.85811944
432131,2004,12,15,4,20,8,29.37883889,-94.98061667
432132,2004,12,15,4,15,20,31.64170833,-96.89180833
432133,2004,12,15,4,13,55,32.16548611,-95.4261
432134,2004,12,16,5,15,28,29.57024167,-95.27747222
432135,2004,12,16,5,18,45,26.033425,-97.65213611
432136,2004,12,16,5,17,55,29.88829444,-95.64913333
432137,2004,12,16,5,20,45,26.21469444,-97.914575
432138,2004,12,16,5,0,30,26.43339444,-98.13475556
432139,2004,12,16,5,18,38,33.20389444,-95.57265833
432140,2004,12,16,5,7,7,35.23610833,-102.8399917
432141,2004,12,16,5,20,18,30.26812778,-97.6963
432142,2004,12,17,6,9,34,29.388375,-98.54625278
432143,2004,12,17,6,15,15,29.29294722,-95.22221111
432144,2004,12,17,6,22,18,31.71113333,-98.92791111
432145,2004,12,17,6,0,50,30.68466389,-98.34928889
432146,2004,12,17,6,16,8,29.68400556,-97.59814167
432147,2004,12,17,6,4,43,31.3694,-96.17310278
432148,2004,12,17,6,23,59,28.01481667,-97.77741944
432149,2004,12,17,6,13,50,33.18866389,-94.94268889
432150,2004,12,17,6,3,0,31.47498333,-100.3113167
432151,2004,12,18,7,15,0,29.14707778,-98.47375556
432152,2004,12,18,7,14,0,31.91975,-98.91887222
432153,2004,12,18,7,24,0,32.73329444,-96.61247778
432154,2004,12,18,7,17,52,32.82303611,-96.62333611
432155,2004,12,18,7,15,50,33.02430833,-96.99286667
432156,2004,12,18,7,5,35,28.56497222,-99.83519167
432157,2004,12,18,7,5,2,31.86170833,-102.3092056
432158,2004,12,18,7,23,40,29.83060278,-95.64564167
432159,2004,12,18,7,12,30,29.75206389,-95.33713056
432160,2004,12,18,7,17,25,30.92153333,-99.25576944
432161,2004,12,18,7,7,12,27.50584722,-99.48961389
432162,2004,12,19,1,1,27,33.42602778,-94.04298889
432163,2004,12,19,1,15,18,32.86884167,-96.78675278
432164,2004,12,19,1,3,45,29.89755556,-95.45866944
432165,2004,12,19,1,18,26,31.07921389,-97.98455833
432166,2004,12,19,1,0,40,31.42694444,-97.34777778
432167,2004,12,19,1,20,10,30.09863611,-95.77280833
432168,2004,12,19,1,5,22,33.02234444,-94.70196944
432169,2004,12,20,2,1,40,29.42934444,-98.68376389
432170,2004,12,20,2,16,44,33.66688056,-101.4439333
432171,2004,12,20,2,22,50,31.49781944,-106.1678528
432172,2004,12,20,2,21,31,33.76697222,-96.55399444
432173,2004,12,20,2,6,22,27.79981667,-97.39693889
432174,2004,12,20,2,9,3,32.73745278,-97.76376944
432175,2004,12,21,3,14,52,31.71110833,-98.92788333
432176,2004,12,21,3,5,25,32.40733889,-99.45189167
432177,2004,12,21,3,13,37,31.42999444,-96.916425
432178,2004,12,21,3,19,17,30.70268889,-94.83519167
432179,2004,12,21,3,18,15,32.40141944,-95.34273889
432180,2004,12,22,4,15,15,32.37545833,-98.9606
432181,2004,12,22,4,2,12,30.13963056,-94.39536111
432182,2004,12,22,4,11,18,35.77028889,-102.3301722
432183,2004,12,22,4,8,5,33.11929167,-95.72039444
432184,2004,12,22,4,5,30,32.98315,-96.27120833
432185,2004,12,22,4,12,20,33.68956667,-95.51074444
432186,2004,12,22,4,17,33,33.52017222,-101.9933611
432187,2004,12,22,4,13,10,27.67236944,-97.29051389
432188,2004,12,22,4,9,35,35.14679167,-101.8484722
432189,2004,12,22,4,21,40,32.769625,-94.94418889
432190,2004,12,22,4,15,2,32.71911111,-95.63783056
432191,2004,12,23,5,19,55,26.18664444,-97.72653889
432192,2004,12,23,5,0,20,32.60392778,-96.75585278
432193,2004,12,24,6,15,5,29.2619,-98.66565556
432194,2004,12,25,7,14,55,35.17754167,-100.3434667
432195,2004,12,25,7,19,9,32.76647222,-96.73581111
432196,2004,12,25,7,19,0,32.65700556,-96.71886111
432197,2004,12,25,7,3,9,32.98027778,-96.71398611
432198,2004,12,25,7,17,55,31.77780278,-106.4647917
432199,2004,12,25,7,0,17,29.53229722,-95.80819722
432200,2004,12,25,7,2,7,29.9407,-93.91646944
432201,2004,12,25,7,2,36,29.91319167,-93.92753889
432202,2004,12,26,1,22,35,30.00161389,-95.271025
432203,2004,12,26,1,17,15,30.83325,-95.14931389
432204,2004,12,27,2,0,11,30.26600556,-97.75344444
432205,2004,12,27,2,1,23,29.77662778,-96.01242778
432206,2004,12,28,3,2,15,29.50313889,-98.5486
432207,2004,12,28,3,16,10,33.43515833,-102.1322361
432208,2004,12,28,3,0,1,27.676275,-98.08076944
432209,2004,12,28,3,8,5,33.95698889,-102.4178472
432210,2004,12,28,3,14,0,30.00806111,-94.76735833
432211,2004,12,26,1,18,15,31.92115278,-94.56949167
432212,2004,12,29,4,2,23,29.496825,-98.32355833
432213,2004,12,29,4,18,3,32.71421389,-96.85704167
432214,2004,12,29,4,12,56,32.30706944,-98.11064444
432215,2004,12,30,5,21,54,31.73458611,-95.61228056
432216,2004,12,30,5,23,55,29.23182222,-98.78495833
432217,2004,12,30,5,6,30,30.19733889,-97.31376111
432218,2004,12,30,5,6,25,32.87496111,-96.86461944
432219,2004,12,30,5,16,56,33.157725,-101.7938972
432220,2004,12,30,5,18,23,35.22675556,-101.8115972
432221,2004,12,30,5,6,30,32.36723889,-95.40728611
432222,2004,12,31,6,15,25,32.93130556,-96.67690278
432223,2004,12,31,6,17,22,30.92972222,-94.04748333
432224,2004,12,31,6,16,55,33.92624167,-98.64668333
432225,2004,1,7,4,10,57,26.15928333,-97.88298611
432226,2004,1,8,5,6,50,30.115725,-97.69518333
432227,2004,1,11,1,19,20,29.67937778,-95.44442778
432228,2004,1,11,1,6,48,32.75865,-97.78833611
432229,2004,1,19,2,12,0,31.32132222,-102.6567444
432230,2004,1,19,2,18,15,31.69336667,-106.3309583
432231,2004,2,1,1,19,8,34.09145,-98.55750278
432232,2004,2,4,4,0,45,30.422275,-98.12756389
432233,2004,2,13,6,9,8,28.82251389,-96.95021944
432234,2004,2,29,1,4,15,29.39596667,-98.51108611
432235,2004,3,7,1,9,53,26.18892778,-98.22750556
432236,2004,3,9,3,19,25,29.67543333,-95.26495278
432237,2004,3,9,3,11,18,27.85407222,-97.79151944
432238,2004,3,10,4,18,22,29.37185556,-98.52634167
432239,2004,3,17,4,19,24,33.10275278,-96.89249722
432240,2004,3,18,5,15,17,32.84041667,-97.23871944
432241,2004,3,19,6,4,15,35.34046111,-101.6473389
432242,2004,3,23,3,12,46,33.05919167,-96.73311944
432243,2004,3,25,5,9,45,29.43083056,-98.55418333
432244,2004,4,11,1,20,36,32.84067222,-97.33243056
432245,2004,4,14,4,5,30,32.83888333,-97.31405278
432246,2004,4,18,1,18,40,33.36379444,-94.59546389
432247,2004,4,19,2,18,55,29.91375556,-93.91514167
432248,2004,4,24,7,16,41,32.26781667,-99.57936667
432249,2004,4,25,1,11,55,29.29779722,-95.53598056
432250,2004,5,1,7,24,0,29.73694444,-95.55772222
432251,2004,5,3,2,17,9,31.88419722,-95.24619722
432252,2004,5,4,3,10,49,31.24159444,-93.9777
432253,2004,5,31,2,3,6,29.87017222,-95.37954722
432254,2004,6,5,7,20,21,31.59666389,-106.2176056
432255,2004,6,23,4,2,11,30.08453611,-95.41950833
432256,2004,7,1,5,12,55,32.45151667,-101.6199667
432257,2004,7,11,1,23,35,31.16701111,-94.79096944
432258,2004,7,30,6,20,55,33.54877778,-96.60683889
432259,2004,8,9,2,7,49,31.28699167,-95.99418333
432260,2004,8,20,6,2,5,31.03839444,-103.92045
432261,2004,9,4,7,2,5,29.80690556,-95.35155556
432262,2004,9,6,2,17,46,30.78703611,-94.21073611
432263,2004,9,8,4,16,57,32.86635556,-96.69090833
432264,2004,9,10,6,22,56,33.00475556,-96.88553611
432265,2004,9,13,2,15,0,29.76074722,-95.42009722
432266,2004,9,15,4,11,23,29.56347778,-98.33840556
432267,2004,9,24,6,3,15,29.56675556,-95.670775
432268,2004,10,3,1,19,48,31.677225,-99.00035278
432269,2004,10,4,2,11,25,31.26418611,-96.38585833
432270,2004,10,11,2,20,40,33.39581111,-96.46186944
432271,2004,10,16,7,16,15,32.74442222,-96.87002222
432272,2004,10,16,7,21,24,33.61589444,-101.8903333
432273,2004,10,17,1,23,6,32.83192778,-96.613
432274,2004,10,17,1,16,59,33.75916111,-96.58558056
432275,2004,10,18,2,22,2,32.75361667,-96.87396944
432276,2004,10,19,3,2,6,31.79174167,-95.13292222
432277,2004,10,25,2,3,15,32.75626111,-97.07988889
432278,2004,11,5,6,15,50,32.70042222,-96.52094722
432279,2004,11,15,2,21,28,30.11078889,-97.3731
432280,2004,11,17,4,11,4,29.62128889,-95.09290833
432281,2004,11,25,5,20,23,30.00464722,-95.25091667
432282,2004,11,27,7,18,19,30.33050278,-97.72349722
432283,2004,11,29,2,8,30,30.39311667,-97.87476667
432284,2004,12,3,6,19,15,29.95566944,-95.55360833
432285,2004,12,7,3,23,30,30.13263333,-94.01338056
432286,2004,12,9,5,15,2,32.70600833,-97.35445
432287,2004,12,11,7,12,40,29.852525,-98.28081667
432288,2004,12,14,3,15,35,29.70375278,-95.27640278
432289,2004,12,15,4,6,35,28.90266111,-98.53936389
432290,2004,12,16,5,17,51,32.72634722,-97.45061944
432291,2004,12,18,7,9,2,29.36537778,-100.8835028
432292,2004,12,18,7,17,9,29.23015,-97.96554167
432293,2004,12,19,1,1,17,33.176475,-96.51573611
432294,2004,12,19,1,0,15,32.76207778,-97.31784167
432295,2004,12,20,2,4,30,30.74094722,-102.7618194
432296,2004,12,21,3,19,0,26.11012222,-98.24598889
432297,2004,12,21,3,11,14,26.23499167,-98.34699722
432298,2004,12,21,3,5,51,30.09778056,-94.13630556
432299,2004,12,22,4,17,50,33.02759167,-95.99587778
432300,2004,12,23,5,16,32,28.52571111,-98.10060278
432301,2004,12,23,5,14,12,32.487725,-100.6289694
432302,2004,12,24,6,15,22,32.7057,-96.90868889
432303,2004,12,24,6,5,0,29.841975,-96.71673889
432304,2004,12,24,6,23,18,29.66909444,-95.38324722
432305,2004,12,25,7,20,1,31.65235833,-94.68003889
432306,2004,12,26,1,8,10,29.086925,-98.96075278
432307,2004,12,26,1,11,32,26.25755,-98.19410278
432308,2004,12,27,2,16,15,30.00961111,-102.0609333
432309,2004,12,28,3,1,45,29.7478,-95.42289444
432310,2004,12,28,3,14,22,32.82763056,-97.20587222
432311,2004,12,30,5,11,30,33.86765556,-101.7826556
432312,2004,12,31,6,3,30,26.24081944,-97.69720278
432313,2004,12,31,6,16,21,29.82444444,-98.00453333
432314,2004,12,31,6,18,40,30.51967222,-97.89686944
432315,2004,4,5,2,4,30,31.11779722,-103.25
432316,2004,4,24,7,11,58,29.29994722,-94.81766944
432317,2004,5,10,2,0,29,30.61263056,-96.34549444
432318,2004,5,11,3,8,29,32.46066944,-96.94307222
432319,2004,5,12,4,20,9,29.54966389,-98.7131
432320,2004,5,21,6,21,54,29.90236111,-93.91240556
432321,2004,8,21,7,23,25,33.47597778,-94.26424444
432322,2004,8,21,7,6,20,33.45032778,-95.68797222
432323,2004,8,23,2,22,50,29.58829167,-95.14471944
432324,2004,8,28,7,20,58,30.65330556,-97.87548611
432325,2004,9,5,1,19,20,31.473875,-98.04883889
432326,2004,9,5,1,4,40,30.06848889,-95.24149167
432327,2004,9,16,5,23,30,33.37794444,-94.19291111
432328,2004,9,25,7,0,30,31.52169444,-98.62608056
432329,2004,10,2,7,19,31,29.65129167,-98.48080278
432330,2004,10,2,7,21,54,30.03579444,-94.10406944
432331,2004,10,17,1,19,15,29.49201667,-98.88487222
432332,2004,10,22,6,10,52,31.70414722,-98.12557222
432333,2004,11,5,6,5,10,30.22198889,-97.95594167
432334,2004,11,5,6,18,35,27.59193056,-99.51725278
432335,2004,11,10,4,19,9,33.97426389,-98.29954444
432336,2004,11,12,6,12,20,29.82293889,-99.54468611
432337,2004,11,13,7,1,15,29.45650278,-95.82158611
432338,2004,11,14,1,19,10,29.80682222,-95.41459722
432339,2004,11,14,1,6,45,31.27769444,-103.8421639
432340,2004,11,16,3,16,50,30.36868056,-98.07303611
432341,2004,11,17,4,14,33,31.69473889,-106.2530194
432342,2004,11,17,4,17,55,26.47994444,-97.83455833
432343,2004,11,20,7,4,0,29.46799722,-101.0011472
432344,2004,11,26,6,7,37,35.19343333,-101.7554333
432345,2004,12,4,7,23,23,29.36303889,-98.51658333
432346,2004,12,8,4,19,0,29.606125,-98.52844167
432347,2004,12,11,7,15,55,29.04928333,-95.48813889
432348,2004,12,11,7,17,0,28.05956389,-97.74306944
432349,2004,12,12,1,10,28,29.73861944,-98.20337222
432350,2004,12,12,1,15,57,29.78886667,-98.15191111
432351,2004,12,12,1,2,35,29.933675,-95.22988611
432352,2004,12,13,2,23,26,29.67761944,-95.42745833
432353,2004,12,13,2,4,29,33.62998889,-95.17355833
432354,2004,12,17,6,1,15,29.84349722,-95.39154722
432355,2004,12,18,7,23,22,29.49824444,-97.52541111
432356,2004,12,19,1,13,46,31.97520278,-102.0608417
432357,2004,12,23,5,4,35,32.81078333,-97.08576944
432358,2004,12,24,6,22,44,32.76556667,-98.07727222
432359,2004,12,28,3,18,50,30.51880833,-97.67460278
432360,2004,12,29,4,3,49,32.98167778,-97.44219722
432361,2004,12,30,5,16,7,32.24793333,-95.27724722
432362,2004,12,31,6,21,25,32.79530833,-96.77522778
432363,2004,12,31,6,18,13,32.75739722,-96.74039722
432364,2004,12,31,6,23,50,28.7538,-100.4940167
432365,2004,3,24,4,5,0,32.29733056,-95.32455
432366,2004,5,31,2,19,15,32.724,-101.9586639
432367,2004,6,8,3,16,17,31.73270833,-95.67323333
432368,2004,6,10,5,8,55,35.94960278,-101.9872139
432369,2004,6,21,2,15,55,33.76182222,-96.64275556
432370,2004,8,3,3,7,20,29.30816389,-96.08988889
432371,2004,9,6,2,21,30,33.61489167,-96.60465556
432372,2004,9,29,4,22,12,31.57354722,-97.11081111
432373,2004,10,12,3,6,40,30.55890278,-97.46181944
432374,2004,10,25,2,21,0,30.35408611,-95.98826111
432375,2004,11,6,7,1,59,25.98331944,-97.44517778
432376,2004,11,6,7,1,20,29.83246667,-95.17486944
432377,2004,11,6,7,17,40,32.25609722,-96.50285278
432378,2004,11,21,1,19,16,30.13432222,-93.99707222
432379,2004,12,2,5,17,55,29.36898611,-98.15554722
432380,2004,12,9,5,19,2,33.57784167,-101.9634444
432381,2004,12,12,1,5,27,32.90965278,-96.83834722
432382,2004,12,14,3,15,8,29.78456111,-95.68778333
432383,2004,12,18,7,1,5,31.26661111,-97.26883333
432384,2004,12,18,7,17,59,32.78072778,-97.32971667
432385,2004,12,19,1,6,35,29.70372222,-95.62543889
432386,2004,12,23,5,3,25,29.72567222,-95.40729444
432387,2004,12,25,7,16,9,29.64771389,-95.46356944
432388,2004,12,29,4,17,30,29.92263333,-95.04069722
432389,2004,4,8,5,23,22,29.60292222,-98.37936944
432390,2004,7,13,3,2,18,31.10468333,-105.1140417
432391,2004,8,11,4,19,38,31.06079722,-104.9668111
432392,2004,8,24,3,12,55,29.58843333,-97.66685833
432393,2004,12,12,1,6,30,30.68291389,-97.05583889
432394,2004,12,13,2,11,40,32.71179722,-95.051
432395,2004,12,25,7,4,4,29.70213056,-95.29544722
432396,2004,7,25,1,23,13,31.10092778,-97.71392222
432397,2004,7,26,2,19,0,29.83375833,-95.60481667
432398,2004,9,18,7,20,36,33.16391389,-96.93254167
432399,2004,9,26,1,15,22,33.07855833,-97.55787778
432400,2004,9,27,2,12,51,29.69909444,-95.17126667
432401,2004,10,10,1,22,49,30.01818056,-95.43928611
432402,2004,10,10,1,7,10,32.72824722,-97.44090833
432403,2004,10,16,7,11,48,32.91805278,-96.92501944
432404,2004,10,18,2,13,32,29.41724167,-98.49791667
432405,2004,10,27,4,7,12,29.36525833,-98.44011667
432406,2004,10,27,4,18,42,29.46213056,-98.53170556
432407,2004,11,2,3,12,44,29.42858056,-98.53145556
432408,2004,11,8,2,5,55,33.41203889,-94.14176111
432409,2004,11,13,7,14,3,29.40639444,-98.54805278
432410,2004,11,13,7,16,39,28.96621944,-95.36958889
432411,2004,11,24,4,17,12,29.94173611,-95.57028333
432412,2004,11,30,3,12,30,33.54878611,-101.8963694
432413,2004,12,17,6,15,45,29.73430833,-95.41075833
432414,2004,2,13,6,23,20,29.708675,-95.24014722
432415,2004,8,5,5,13,18,27.88754444,-97.36823611
432416,2004,8,14,7,16,0,31.99866389,-106.6042889
432417,2004,8,22,1,13,51,30.72015,-96.41354722
432418,2004,8,25,4,13,50,32.78944444,-96.80212778
432419,2004,8,25,4,5,3,33.01517222,-96.98
432420,2004,10,2,7,23,3,29.70762778,-95.27033611
432421,2004,10,9,7,13,44,29.60653056,-95.20483611
432422,2004,11,25,5,17,30,29.62036944,-95.53396944
432423,2004,11,29,2,11,25,32.20255833,-95.21330556
432424,2004,12,9,5,12,7,32.66628333,-97.06244722
432425,2004,12,15,4,6,31,31.68283889,-96.20543333
432426,2004,12,20,2,18,10,29.4105,-98.66311667
432427,2004,6,4,6,17,40,29.79819722,-95.29716944
432428,2004,9,24,6,17,45,29.726225,-95.48407222
432429,2004,10,1,6,17,35,29.726825,-95.63569722
432430,2004,2,2,2,1,54,30.03431389,-94.16090556
432431,2004,2,17,3,12,0,33.01852778,-96.70520833
432432,2004,3,4,5,20,7,26.29935,-98.15150278
432433,2004,3,7,1,4,27,30.33037222,-97.68
432434,2004,3,13,7,14,59,29.35500556,-96.10753611
432435,2004,4,6,3,11,17,35.19535556,-101.8576556
432436,2004,4,13,3,17,2,33.18996111,-96.54858889
432437,2004,4,17,7,0,20,32.67657222,-97.04902222
432438,2004,4,20,3,15,0,32.95440833,-96.61780278
432439,2004,4,25,1,20,58,29.01563333,-95.39324167
432440,2004,5,8,7,13,31,32.58979444,-96.87792778
432441,2004,5,22,7,7,0,31.71016944,-105.3914306
432442,2004,5,25,3,5,47,32.53111111,-96.76040278
432443,2004,5,30,1,8,15,28.85765,-97.02626944
432444,2004,6,8,3,9,48,32.92013611,-96.89902222
432445,2004,6,11,6,18,41,33.37081667,-96.07644722
432446,2004,6,19,7,5,2,33.563325,-101.8751083
432447,2004,7,18,1,19,40,29.58533611,-95.38651944
432448,2004,7,28,4,1,20,29.89274167,-93.939
432449,2004,9,8,4,20,54,30.63072778,-96.33158889
432450,2004,9,8,4,17,25,31.55118056,-97.12328889
432451,2004,9,12,1,22,50,32.36058056,-95.29276944
432452,2004,9,14,3,14,56,30.37985,-97.73863333
432453,2004,9,24,6,16,47,32.78180833,-97.28743056
432454,2004,10,2,7,16,19,30.49476111,-99.98963333
432455,2004,10,12,3,19,17,32.53713889,-96.66976111
432456,2004,10,15,6,17,43,29.89743889,-93.94343611
432457,2004,10,19,3,20,45,32.74413889,-96.81463889
432458,2004,10,26,3,13,20,32.54403889,-94.93835278
432459,2004,10,30,7,22,48,30.27479167,-97.71905556
432460,2004,10,31,1,20,15,29.80334444,-95.36463889
432461,2004,11,3,4,21,22,32.76304167,-96.77293889
432462,2004,11,7,1,12,12,31.89793611,-98.58965
432463,2004,11,14,1,1,9,32.81118889,-96.84901111
432464,2004,11,15,2,23,30,32.66883889,-96.94706111
432465,2004,11,16,3,10,48,27.50663333,-99.48139722
